"Order_ID","Order_Date","Order_Year","Order_Quarter","Order_Month_Name","Product_ID","Product_Name","Category","Supplier_ID","Supplier_Name","Warehouse","Warehouse_City","Warehouse_Region","Warehouse_Country","Warehouse_Capacity","Warehouse_Utilization","Customer_ID","Customer_Region","Customer_Tier","Quantity_Ordered","Quantity_Shipped","Inventory_Level","Reorder_Point","Safety_Stock","Stock_Status","Demand_Forecast","Inventory_Turnover","Lead_Time_Days","Ship_Date","Delivery_Date","Promised_Delivery_Date","Late_Delivery","Transportation_Mode","Transportation_Distance_KM","Shipping_Cost","Fuel_Cost","Supplier_Unit_Cost","Selling_Price","Revenue","Profit","Order_Status","Product_Return_Rate","Customer_Satisfaction","Satisfaction_Missing","Order_Month","Delivery_Delay_Days","Fulfillment_Rate","Profit_Margin","Is_Peak_Season"
"ORD000401",2024-02-05,2024,"Q1","Feb","P0063","Printer Paper Case Max","Office Supplies","S032","Atlas Supply Co.","WH-CHI","Chicago","North America","USA",5400,0.335,"C01006","North America","Key Account",76,72,396,202,112,"In Stock",168,6.52,18,2024-02-07,2024-02-10,2024-02-10,FALSE,"Road",881.7,45.77,12.82,40.27,51.83,3731.76,786.55,"Delivered",0.017,4.6,FALSE,2,0,0.947,0.211,FALSE
"ORD000402",2024-02-05,2024,"Q1","Feb","P0086","4K Webcam Eco","Electronics","S019","Summit Manufacturing","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C01646","Europe","Key Account",5,5,25,7,6,"Overstocked",5,3.35,8,2024-02-06,2024-02-07,2024-02-09,FALSE,"Road",614.4,34.06,9.54,14.4,16.52,82.6,-23.46,"Delivered",0.091,5,FALSE,2,-2,1,-0.284,FALSE
"ORD000403",2024-02-05,2024,"Q1","Feb","P0013","Lip Balm Set Lite","Health & Beauty","S021","Everest Sourcing","WH-FRA","Frankfurt","Europe","Germany",2250,0.655,"C01646","Europe","Key Account",24,24,117,39,21,"In Stock",40,6.06,7,2024-02-08,2024-02-11,2024-02-11,FALSE,"Parcel",654.5,29.34,5.87,6.42,10.21,245.04,61.62,"Delivered",0.031,4.2,FALSE,2,0,1,0.251,FALSE
"ORD000404",2024-02-05,2024,"Q1","Feb","P0012","Plush Toy Classic","Toys & Games","S040","Meridian Industries","WH-DAL","Dallas","North America","USA",7600,0.504,"C00810","North America","Key Account",5,5,54,26,21,"In Stock",40,12.92,2,2024-02-06,2024-02-13,2024-02-09,TRUE,"Parcel",821.9,29.33,5.87,24.59,33.04,165.2,12.92,"Delivered",0.066,3.3,FALSE,2,4,1,0.078,FALSE
"ORD000405",2024-02-05,2024,"Q1","Feb","P0142","Blender Pro","Home & Kitchen","S014","Beacon Group","WH-MEX","Mexico City","Latin America","Mexico",2600,0.778,"C02182","Latin America","Key Account",17,7,18,10,4,"In Stock",18,2.39,10,2024-02-08,2024-02-10,2024-02-11,FALSE,"Parcel",1208.4,55.53,11.11,120.54,170.14,1190.98,291.67,"Delivered",0,4.4,FALSE,2,-1,0.412,0.245,FALSE
"ORD000406",2024-02-05,2024,"Q1","Feb","P0007","Yoga Mat Lite","Sporting Goods","S010","Pioneer Logistics Partners","WH-SHA","Shanghai","Asia Pacific","China",2200,0.421,"C00147","Asia Pacific","Key Account",23,21,47,18,8,"In Stock",24,7.03,13,2024-02-08,2024-02-10,2024-02-11,FALSE,"Parcel",1642.2,103.19,20.64,14.3,19.04,399.84,-3.65,"Delivered",0.063,3.8,FALSE,2,-1,0.913,-0.009,FALSE
"ORD000407",2024-02-05,2024,"Q1","Feb","P0054","Hair Dryer Max","Health & Beauty","S015","Delta Industries","WH-CHI","Chicago","North America","USA",5400,0.335,"C01320","North America","Standard",9,9,103,43,22,"In Stock",33,2.5,21,2024-02-08,2024-02-10,2024-02-11,FALSE,"Parcel",928.3,26.25,5.25,9.1,14.47,130.23,22.08,"Delivered",0.047,4.4,FALSE,2,-1,1,0.17,FALSE
"ORD000408",2024-02-05,2024,"Q1","Feb","P0013","Lip Balm Set Lite","Health & Beauty","S015","Delta Industries","WH-MEX","Mexico City","Latin America","Mexico",2600,0.778,"C01254","Latin America","Standard",8,8,194,76,33,"In Stock",84,6.06,21,2024-02-08,2024-02-11,2024-02-11,FALSE,"Parcel",1151.1,29.11,5.82,6.56,10.48,83.84,2.25,"Delivered",0.031,4.4,FALSE,2,0,1,0.027,FALSE
"ORD000409",2024-02-05,2024,"Q1","Feb","P0129","4K Webcam Eco","Electronics","S004","Vertex Manufacturing","WH-DAL","Dallas","North America","USA",7600,0.504,"C02498","North America","Key Account",5,5,35,14,12,"In Stock",5,2.97,12,2024-02-06,2024-02-09,2024-02-09,FALSE,"Road",859.4,41.41,11.59,33.28,38.07,190.35,-17.46,"Delivered",0.061,3.2,FALSE,2,0,1,-0.092,FALSE
"ORD000410",2024-02-05,2024,"Q1","Feb","P0123","USB-C Hub Pro","Electronics","S019","Summit Manufacturing","WH-CHI","Chicago","North America","USA",5400,0.335,"C00122","North America","Key Account",13,12,40,16,9,"In Stock",24,4.75,6,2024-02-08,2024-02-12,2024-02-11,TRUE,"Road",984,46.02,12.89,7.25,9.04,108.48,-24.54,"Delivered",0.109,2.5,FALSE,2,1,0.923,-0.226,FALSE
"ORD000411",2024-02-05,2024,"Q1","Feb","P0076","Baseball Cap Classic","Apparel","S017","Vertex Industries","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.94,"C00104","Middle East & Africa","Standard",8,8,12,7,4,"In Stock",8,3.43,13,2024-02-08,2024-02-09,2024-02-10,FALSE,"Air",1293.4,89.95,31.48,17.21,24.66,197.28,-30.35,"Delivered",0.132,4.8,FALSE,2,-1,1,-0.154,FALSE
"ORD000412",2024-02-06,2024,"Q1","Feb","P0054","Hair Dryer Max","Health & Beauty","S015","Delta Industries","WH-CHI","Chicago","North America","USA",5400,0.335,"C01006","North America","Key Account",20,20,103,43,22,"In Stock",33,2.5,22,2024-02-08,2024-02-13,2024-02-11,TRUE,"Road",914.1,42.82,11.99,9,14.38,287.6,64.78,"Delivered",0.047,3.5,FALSE,2,2,1,0.225,FALSE
"ORD000413",2024-02-06,2024,"Q1","Feb","P0004","Electric Toothbrush Essential","Health & Beauty","S015","Delta Industries","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.627,"C00102","Asia Pacific","Key Account",27,27,94,20,6,"Overstocked",31,3.19,16,2024-02-08,2024-02-11,2024-02-11,FALSE,"Parcel",1477.8,43.13,8.63,7.03,11.57,312.39,79.45,"Delivered",0.058,4.5,FALSE,2,0,1,0.254,FALSE
"ORD000414",2024-02-06,2024,"Q1","Feb","P0073","Plush Toy Compact","Toys & Games","S040","Meridian Industries","WH-CHI","Chicago","North America","USA",5400,0.335,"C01006","North America","Key Account",14,14,24,8,5,"In Stock",24,3.39,2,2024-02-08,2024-02-10,2024-02-11,FALSE,"Road",1024.5,46.78,13.1,7.42,11.17,156.38,5.72,"Delivered",0.051,4.6,FALSE,2,-1,1,0.037,FALSE
"ORD000415",2024-02-06,2024,"Q1","Feb","P0066","Notebook Pack Deluxe","Office Supplies","S037","Pinnacle Trading Ltd.","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.627,"C01006","North America","Key Account",35,11,130,99,80,"In Stock",32,8.01,16,2024-02-08,2024-03-09,2024-02-26,TRUE,"Sea",16278.1,168.99,37.18,29.77,38.17,419.87,-76.59,"Delivered",0.016,2.9,FALSE,2,12,0.314,-0.182,FALSE
"ORD000416",2024-02-06,2024,"Q1","Feb","P0049","Face Moisturizer Max","Health & Beauty","S015","Delta Industries","WH-FRA","Frankfurt","Europe","Germany",2250,0.655,"C01385","Europe","Key Account",12,11,62,16,9,"Overstocked",12,2.35,18,2024-02-08,2024-02-10,2024-02-11,FALSE,"Road",606.7,33.42,9.36,5.02,8.43,92.73,4.09,"Delivered",0.042,4.2,FALSE,2,-1,0.917,0.044,FALSE
"ORD000417",2024-02-06,2024,"Q1","Feb","P0003","Plush Toy Max","Toys & Games","S025","Everest Sourcing","WH-CHI","Chicago","North America","USA",5400,0.335,"C00464","North America","Key Account",20,19,2,91,57,"Low Stock",81,8.89,7,2024-02-09,2024-02-11,2024-02-12,FALSE,"Road",985.5,45.99,12.88,31.39,41.89,795.91,153.51,"Delivered",0.079,NA,TRUE,2,-1,0.95,0.193,FALSE
"ORD000418",2024-02-06,2024,"Q1","Feb","P0022","Yoga Pants Essential","Apparel","S007","Titan Industries","WH-DAL","Dallas","North America","USA",7600,0.504,"C01006","North America","Key Account",39,39,111,38,18,"In Stock",42,6.73,15,2024-02-09,2024-02-11,2024-02-12,FALSE,"Parcel",841,48.69,9.74,5.38,8.39,327.21,68.7,"Delivered",0.128,5,FALSE,2,-1,1,0.21,FALSE
"ORD000419",2024-02-06,2024,"Q1","Feb","P0026","Power Bank Pro","Electronics","S022","Horizon Logistics Partners","WH-SHA","Shanghai","Asia Pacific","China",2200,0.421,"C02212","Asia Pacific","Standard",3,3,7,7,6,"Low Stock",3,6.5,7,2024-02-07,2024-02-10,2024-02-10,FALSE,"Parcel",1961.3,46.42,9.28,29.74,35.88,107.64,-28,"Delivered",0.111,3.5,FALSE,2,0,1,-0.26,FALSE
"ORD000420",2024-02-06,2024,"Q1","Feb","P0136","Tablet Prime","Electronics","S027","Global Supply Co.","WH-DAL","Dallas","North America","USA",7600,0.504,"C01006","North America","Key Account",8,8,2,30,20,"Low Stock",39,10.22,8,2024-02-08,2024-02-10,2024-02-11,FALSE,"Road",839.2,41.18,11.53,10.49,12.27,98.16,-26.94,"Delivered",0.093,3.8,FALSE,2,-1,1,-0.274,FALSE
"ORD000421",2024-02-06,2024,"Q1","Feb","P0134","Running Shorts Lite","Apparel","S017","Vertex Industries","WH-DAL","Dallas","North America","USA",7600,0.504,"C02070","Asia Pacific","Standard",5,5,28,10,10,"In Stock",4,4.4,3,2024-02-08,2024-02-11,2024-02-10,TRUE,"Air",11797.3,298.5,104.48,31.31,45.75,228.75,-226.3,"Delivered",0.096,3.5,FALSE,2,1,1,-0.989,FALSE
"ORD000422",2024-02-06,2024,"Q1","Feb","P0126","Cookware Set Plus","Home & Kitchen","S008","Anchor Group","WH-SHA","Shanghai","Asia Pacific","China",2200,0.421,"C01973","Asia Pacific","Key Account",12,11,76,32,21,"In Stock",28,5.66,13,2024-02-09,2024-02-12,2024-02-12,FALSE,"Parcel",1870.4,82.26,16.45,99.78,132.21,1454.31,274.47,"Delivered",0.063,5,FALSE,2,0,0.917,0.189,FALSE
"ORD000423",2024-02-07,2024,"Q1","Feb","P0107","Cookware Set Eco","Home & Kitchen","S008","Anchor Group","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C01003","Europe","Key Account",28,27,84,46,25,"In Stock",32,6.14,17,2024-02-08,2024-02-09,2024-02-11,FALSE,"Parcel",598.1,130.37,26.07,89.19,124.61,3364.47,825.97,"Delivered",0.076,4.4,FALSE,2,-2,0.964,0.245,FALSE
"ORD000424",2024-02-07,2024,"Q1","Feb","P0023","Filing Cabinet Lite","Furniture","S037","Pinnacle Trading Ltd.","WH-MEX","Mexico City","Latin America","Mexico",2600,0.778,"C02093","Latin America","Key Account",4,3,20,7,6,"In Stock",4,9.11,9,2024-02-09,2024-02-13,2024-02-15,FALSE,"Rail",1267.2,60.36,9.05,29.47,40.34,121.02,-27.75,"Delivered",0.093,4.3,FALSE,2,-2,0.75,-0.229,FALSE
"ORD000425",2024-02-07,2024,"Q1","Feb","P0092","Electric Toothbrush Deluxe","Health & Beauty","S015","Delta Industries","WH-CHI","Chicago","North America","USA",5400,0.335,"C01542","North America","Key Account",13,13,51,24,16,"In Stock",14,1.31,19,2024-02-09,2024-02-13,2024-02-12,TRUE,"Road",918.9,42.83,11.99,24.03,37.9,492.7,137.48,"Delivered",0.032,2.8,FALSE,2,1,1,0.279,FALSE
"ORD000426",2024-02-07,2024,"Q1","Feb","P0084","Bluetooth Speaker Essential","Electronics","S024","Global Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.504,"C02254","North America","Key Account",8,8,7,10,8,"Low Stock",8,3.07,9,2024-02-10,2024-02-13,2024-02-13,FALSE,"Road",932.5,43.97,12.31,15.9,18.94,151.52,-19.65,"Delivered",0.118,4.2,FALSE,2,0,1,-0.13,FALSE
"ORD000427",2024-02-07,2024,"Q1","Feb","P0023","Filing Cabinet Lite","Furniture","S007","Titan Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C00716","Europe","Key Account",6,6,39,16,13,"In Stock",6,9.11,16,2024-02-08,2024-02-13,2024-02-11,TRUE,"Road",686.2,40.99,11.48,31.32,42.21,253.26,24.35,"Delivered",0.093,3.5,FALSE,2,2,1,0.096,FALSE
"ORD000428",2024-02-07,2024,"Q1","Feb","P0060","Smart Watch Essential","Electronics","S019","Summit Manufacturing","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.94,"C02115","Middle East & Africa","Key Account",4,4,7,5,3,"In Stock",4,3.45,12,2024-02-08,2024-02-10,2024-02-11,FALSE,"Parcel",1504.5,42.57,8.51,20.21,24.27,97.08,-26.33,"Delivered",0.085,4.5,FALSE,2,-1,1,-0.271,FALSE
"ORD000429",2024-02-07,2024,"Q1","Feb","P0077","Wool Sweater Pro","Apparel","S011","Sterling Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.504,"C00586","North America","Key Account",24,22,54,29,19,"In Stock",31,6.08,6,2024-02-10,2024-02-12,2024-02-13,FALSE,"Road",851.4,41.2,11.54,19.78,30.36,667.92,191.56,"Delivered",0.095,5,FALSE,2,-1,0.917,0.287,FALSE
"ORD000430",2024-02-07,2024,"Q1","Feb","P0067","File Folders Max","Office Supplies","S032","Atlas Supply Co.","WH-SHA","Shanghai","Asia Pacific","China",2200,0.421,"C01418","Asia Pacific","Key Account",56,55,154,69,35,"In Stock",52,3.61,18,2024-02-08,2024-02-11,2024-02-11,FALSE,"Parcel",1908,115.82,23.16,27.37,35.34,1943.7,322.53,"Delivered",0.027,5,FALSE,2,0,0.982,0.166,FALSE
"ORD000431",2024-02-07,2024,"Q1","Feb","P0039","Rain Jacket Deluxe","Apparel","S011","Sterling Logistics Partners","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C01646","Europe","Key Account",12,10,13,9,7,"In Stock",12,7.03,5,2024-02-08,2024-02-10,2024-02-11,FALSE,"Parcel",594.1,24.11,4.82,31.55,44.5,445,105.39,"Delivered",0.231,4.1,FALSE,2,-1,0.833,0.237,FALSE
"ORD000432",2024-02-07,2024,"Q1","Feb","P0069","Power Bank Classic","Electronics","S024","Global Logistics Partners","WH-CHI","Chicago","North America","USA",5400,0.335,"C01006","North America","Key Account",4,4,8,6,5,"In Stock",4,4.09,11,2024-02-10,2024-02-12,2024-02-13,FALSE,"Road",937.2,43.62,12.21,9.21,10.65,42.6,-37.86,"Delivered",0.065,4.6,FALSE,2,-1,1,-0.889,FALSE
"ORD000433",2024-02-07,2024,"Q1","Feb","P0026","Power Bank Pro","Electronics","S022","Horizon Logistics Partners","WH-DAL","Dallas","North America","USA",7600,0.504,"C00411","North America","Key Account",6,6,37,13,10,"In Stock",14,6.5,5,2024-02-10,2024-02-12,2024-02-13,FALSE,"Road",948.8,44.21,12.38,30.42,36.16,216.96,-9.77,"Delivered",0.111,4.4,FALSE,2,-1,1,-0.045,FALSE
"ORD000434",2024-02-07,2024,"Q1","Feb","P0062","Cookware Set Essential","Home & Kitchen","S006","Nova Supply Co.","WH-MEX","Mexico City","Latin America","Mexico",2600,0.778,"C00827","Latin America","Standard",3,3,1,8,7,"Low Stock",3,3.61,7,2024-02-08,2024-02-10,2024-02-11,FALSE,"Road",1173.8,50.74,14.21,44.5,60.69,182.07,-2.17,"Delivered",0.106,5,FALSE,2,-1,1,-0.012,FALSE
"ORD000435",2024-02-07,2024,"Q1","Feb","P0139","Water Bottle Essential","Sporting Goods","S039","Atlas Trading Ltd.","WH-CHI","Chicago","North America","USA",5400,0.335,"C01286","North America","Standard",5,5,1,14,10,"Low Stock",5,2.13,21,2024-02-08,2024-02-09,2024-02-11,FALSE,"Road",859,41.47,11.61,9.95,13.66,68.3,-22.92,"Delivered",0.087,4.3,FALSE,2,-2,1,-0.336,FALSE
"ORD000436",2024-02-07,2024,"Q1","Feb","P0043","Face Moisturizer Max","Health & Beauty","S021","Everest Sourcing","WH-DAL","Dallas","North America","USA",7600,0.504,"C00904","North America","Key Account",61,57,22,77,36,"Low Stock",90,5.42,9,2024-02-09,2024-02-10,2024-02-12,FALSE,"Parcel",906.4,48.96,9.79,26.28,39.52,2252.64,705.72,"Delivered",0.057,4.7,FALSE,2,-2,0.934,0.313,FALSE
"ORD000437",2024-02-07,2024,"Q1","Feb","P0080","Basketball Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.627,"C02056","Asia Pacific","Key Account",19,18,3,18,11,"Low Stock",20,9.42,11,2024-02-09,2024-02-11,2024-02-12,FALSE,"Parcel",1411.5,89.65,17.93,18.5,25.45,458.1,35.45,"Delivered",0.071,4,FALSE,2,-1,0.947,0.077,FALSE
"ORD000438",2024-02-08,2024,"Q1","Feb","P0147","Running Shorts Classic","Apparel","S031","Horizon Sourcing","WH-DAL","Dallas","North America","USA",7600,0.504,"C01006","North America","Key Account",14,14,37,13,7,"In Stock",14,3.05,13,2024-02-11,2024-02-13,2024-02-14,FALSE,"Road",977.1,44.73,12.52,19.2,30.17,422.38,108.85,"Delivered",0.047,4.7,FALSE,2,-1,1,0.258,FALSE
"ORD000439",2024-02-08,2024,"Q1","Feb","P0136","Tablet Prime","Electronics","S002","Prime Manufacturing","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.94,"C00816","Middle East & Africa","Key Account",7,7,32,9,5,"Overstocked",15,10.22,5,2024-02-10,2024-02-12,2024-02-13,FALSE,"Parcel",1408.5,50.13,10.03,10.41,12.29,86.03,-36.97,"Delivered",0.093,4.3,FALSE,2,-1,1,-0.43,FALSE
"ORD000440",2024-02-08,2024,"Q1","Feb","P0108","Baseball Cap Max","Apparel","S012","Everest Group","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C00765","Europe","Key Account",28,20,59,15,8,"Overstocked",30,6.53,7,2024-02-09,2024-02-11,2024-02-12,FALSE,"Parcel",679,32.59,6.52,39.85,56.66,1133.2,303.61,"Delivered",0.135,5,FALSE,2,-1,0.714,0.268,FALSE
"ORD000441",2024-02-08,2024,"Q1","Feb","P0123","USB-C Hub Pro","Electronics","S019","Summit Manufacturing","WH-DAL","Dallas","North America","USA",7600,0.504,"C01006","North America","Key Account",13,13,25,16,10,"In Stock",15,4.75,14,2024-02-10,2024-02-13,2024-02-13,FALSE,"Road",822.6,41.3,11.56,6.88,8.68,112.84,-17.9,"Delivered",0.109,4.3,FALSE,2,0,1,-0.159,FALSE
"ORD000442",2024-02-08,2024,"Q1","Feb","P0093","Coffee Maker Lite","Home & Kitchen","S008","Anchor Group","WH-FRA","Frankfurt","Europe","Germany",2250,0.655,"C01634","Europe","Key Account",21,19,87,44,32,"In Stock",25,8.61,17,2024-02-10,2024-02-12,2024-02-13,FALSE,"Road",639,37.49,10.5,147.41,185.74,3529.06,690.78,"Delivered",0.056,4.3,FALSE,2,-1,0.905,0.196,FALSE
"ORD000443",2024-02-08,2024,"Q1","Feb","P0066","Notebook Pack Deluxe","Office Supplies","S037","Pinnacle Trading Ltd.","WH-CHI","Chicago","North America","USA",5400,0.335,"C01995","North America","Key Account",23,22,51,104,93,"Low Stock",24,8.01,14,2024-02-11,2024-02-13,2024-02-14,FALSE,"Road",922.7,44,12.32,27.15,34.68,762.96,121.66,"Delivered",0.016,4.1,FALSE,2,-1,0.957,0.159,FALSE
"ORD000444",2024-02-08,2024,"Q1","Feb","P0074","Denim Jacket Classic","Apparel","S017","Vertex Industries","WH-FRA","Frankfurt","Europe","Germany",2250,0.655,"C00166","Europe","Standard",7,7,18,8,7,"In Stock",7,9.72,6,2024-02-09,2024-02-11,2024-02-12,FALSE,"Road",594.8,33.05,9.25,10.66,15.59,109.13,1.46,"Delivered",0.118,4.4,FALSE,2,-1,1,0.013,FALSE
"ORD000445",2024-02-08,2024,"Q1","Feb","P0126","Cookware Set Plus","Home & Kitchen","S006","Nova Supply Co.","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.627,"C01418","Asia Pacific","Key Account",13,13,36,14,9,"In Stock",13,5.66,11,2024-02-11,2024-02-12,2024-02-13,FALSE,"Air",1615.4,130.98,45.84,76.61,100.75,1309.75,182.84,"Delivered",0.063,3.7,FALSE,2,-1,1,0.14,FALSE
"ORD000446",2024-02-08,2024,"Q1","Feb","P0019","Water Bottle Plus","Sporting Goods","S009","Anchor Group","WH-CHI","Chicago","North America","USA",5400,0.335,"C01542","North America","Key Account",12,12,72,24,16,"In Stock",14,1.33,21,2024-02-10,2024-02-12,2024-02-13,FALSE,"Road",955.5,45.35,12.7,11.5,15.39,184.68,1.33,"Delivered",0.161,4,FALSE,2,-1,1,0.007,FALSE
"ORD000447",2024-02-08,2024,"Q1","Feb","P0074","Denim Jacket Classic","Apparel","S017","Vertex Industries","WH-CHI","Chicago","North America","USA",5400,0.335,"C01172","North America","Key Account",11,11,53,22,19,"In Stock",11,9.72,9,2024-02-11,2024-02-14,2024-02-14,FALSE,"Road",863,41.22,11.54,9.87,14.26,156.86,7.07,"Delivered",0.118,3.7,FALSE,2,0,1,0.045,FALSE
"ORD000448",2024-02-08,2024,"Q1","Feb","P0046","Hiking Backpack Max","Sporting Goods","S010","Pioneer Logistics Partners","WH-FRA","Frankfurt","Europe","Germany",2250,0.655,"C01201","Europe","Key Account",8,8,16,7,5,"In Stock",9,3.3,8,2024-02-09,2024-02-11,2024-02-12,FALSE,"Parcel",552.5,43.17,8.63,28.85,38.14,305.12,31.15,"Delivered",0.082,4.1,FALSE,2,-1,1,0.102,FALSE
"ORD000449",2024-02-08,2024,"Q1","Feb","P0103","Denim Jacket Prime","Apparel","S016","Anchor Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,0.504,"C01006","North America","Key Account",18,18,44,20,10,"In Stock",28,4.05,13,2024-02-09,2024-02-12,2024-02-12,FALSE,"Road",958,44.28,12.4,37.48,56.96,1025.28,306.36,"Delivered",0.188,4.7,FALSE,2,0,1,0.299,FALSE
"ORD000450",2024-02-08,2024,"Q1","Feb","P0005","Smart Watch Max","Electronics","S002","Prime Manufacturing","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C00674","Europe","Key Account",11,10,4,3,2,"In Stock",13,4.06,3,2024-02-11,2024-02-19,2024-02-14,TRUE,"Road",624.1,34.97,9.79,34.85,39.94,399.4,15.93,"Delivered",0.212,3.1,FALSE,2,5,0.909,0.04,FALSE
"ORD000451",2024-02-09,2024,"Q1","Feb","P0074","Denim Jacket Classic","Apparel","S017","Vertex Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C01646","Europe","Key Account",12,11,22,22,18,"Low Stock",14,9.72,9,2024-02-11,2024-02-13,2024-02-14,FALSE,"Road",647.3,34.75,9.73,9.93,14.92,164.12,20.14,"Delivered",0.118,4.4,FALSE,2,-1,0.917,0.123,FALSE
"ORD000452",2024-02-09,2024,"Q1","Feb","P0049","Face Moisturizer Max","Health & Beauty","S015","Delta Industries","WH-MEX","Mexico City","Latin America","Mexico",2600,0.778,"C00235","Latin America","Key Account",23,23,54,34,20,"In Stock",23,2.35,18,2024-02-10,2024-02-13,2024-02-13,FALSE,"Road",1179.8,50.85,14.24,5.32,8.69,199.87,26.66,"Delivered",0.042,3.3,FALSE,2,0,1,0.133,FALSE
"ORD000453",2024-02-09,2024,"Q1","Feb","P0107","Cookware Set Eco","Home & Kitchen","S008","Anchor Group","WH-CHI","Chicago","North America","USA",5400,0.335,"C00356","North America","Key Account",22,21,102,57,36,"In Stock",48,6.14,16,2024-02-10,2024-02-12,2024-02-13,FALSE,"Parcel",949.1,110.44,22.09,83.16,113.17,2376.57,519.77,"Delivered",0.076,4.4,FALSE,2,-1,0.955,0.219,FALSE
"ORD000454",2024-02-09,2024,"Q1","Feb","P0094","Cutlery Set Essential","Home & Kitchen","S005","Cobalt Supply Co.","WH-CHI","Chicago","North America","USA",5400,0.335,"C01006","North America","Key Account",15,15,14,10,9,"In Stock",14,3.17,2,2024-02-12,2024-02-16,2024-02-15,TRUE,"Road",912.1,44.99,12.6,70.69,90.06,1350.9,245.56,"Delivered",0,3.4,FALSE,2,1,1,0.182,FALSE
"ORD000455",2024-02-09,2024,"Q1","Feb","P0052","Smart Watch Classic","Electronics","S024","Global Logistics Partners","WH-CHI","Chicago","North America","USA",5400,0.335,"C00837","North America","Key Account",12,8,14,5,3,"In Stock",11,4.05,4,2024-02-12,2024-02-14,2024-02-15,FALSE,"Road",964.6,44.94,12.58,34.28,41.83,334.64,15.46,"Delivered",0.132,3.4,FALSE,2,-1,0.667,0.046,FALSE
"ORD000456",2024-02-09,2024,"Q1","Feb","P0042","Water Bottle Lite","Sporting Goods","S009","Anchor Group","WH-MEX","Mexico City","Latin America","Mexico",2600,0.778,"C00235","Latin America","Key Account",27,27,23,28,10,"Low Stock",31,2.18,20,2024-02-10,2024-02-12,2024-02-13,FALSE,"Parcel",1175.5,116.35,23.27,9.07,12.18,328.86,-32.38,"Delivered",0.031,4,FALSE,2,-1,1,-0.098,FALSE
"ORD000457",2024-02-09,2024,"Q1","Feb","P0146","Sneakers Classic","Apparel","S012","Everest Group","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C00270","Europe","Standard",6,6,7,20,14,"Low Stock",24,12.78,9,2024-02-11,2024-02-13,2024-02-14,FALSE,"Road",586.4,32.77,9.18,23.02,34.28,205.68,34.79,"Delivered",0.13,4.2,FALSE,2,-1,1,0.169,FALSE
"ORD000458",2024-02-09,2024,"Q1","Feb","P0013","Lip Balm Set Lite","Health & Beauty","S015","Delta Industries","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.94,"C00024","North America","Standard",8,4,128,54,29,"In Stock",34,6.06,20,2024-02-10,2024-02-14,2024-02-12,TRUE,"Air",12347.6,308.31,107.91,6.41,10.21,40.84,-293.11,"Delivered",0.031,3.2,FALSE,2,2,0.5,-7.177,FALSE
"ORD000459",2024-02-09,2024,"Q1","Feb","P0140","Tablet Max","Electronics","S028","Prime Group","WH-DAL","Dallas","North America","USA",7600,0.504,"C00738","North America","Key Account",9,9,35,9,7,"Overstocked",11,2.23,8,2024-02-12,2024-02-15,2024-02-15,FALSE,"Road",852.5,41.7,11.68,31.99,38.74,348.66,19.05,"Delivered",0.148,4.1,FALSE,2,0,1,0.055,FALSE
"ORD000460",2024-02-09,2024,"Q1","Feb","P0013","Lip Balm Set Lite","Health & Beauty","S015","Delta Industries","WH-FRA","Frankfurt","Europe","Germany",2250,0.655,"C00876","Europe","Key Account",22,22,117,39,21,"In Stock",40,6.06,16,2024-02-12,2024-02-14,2024-02-15,FALSE,"Road",656.4,35.13,9.84,6.23,10.2,224.4,52.21,"Delivered",0.031,4.7,FALSE,2,-1,1,0.233,FALSE
"ORD000461",2024-02-10,2024,"Q1","Feb","P0096","Lip Balm Set Eco","Health & Beauty","S015","Delta Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.366,"C02491","Europe","Key Account",29,28,108,62,29,"In Stock",69,3.33,22,2024-02-11,2024-02-13,2024-02-14,FALSE,"Road",625.6,34.33,9.61,19.65,31.71,887.88,303.35,"Delivered",0.027,3.4,FALSE,2,-1,0.966,0.342,FALSE
